"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
"State of Connecticut","Administrators  Coordinators and Department Chairs - District Central Office","Certified",902.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2446.6
,="Counselors  Social Workers  and School Psychologists",="Certified",3170.6
,="General Education - Teachers and Instructors",="Certified",36238.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4143.4
,="Instructional Specialists Who Support Teachers",="Certified",2024.6
,="Library/Media - Specialists (Certified)",="Certified",742.1
,="Library/Media - Support Staff",="Non-Certified",571.7
,="School Nurses",="Non-Certified",1171.8
,="Special Education - Teachers and Instructors",="Certified",5841.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8763.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24734.3

