"FTE Staffing Report for 2002-03"

"District","Assignment Category","Educator Type","FTE Count"
"State of Connecticut","Administrators  Coordinators and Department Chairs - District Central Office","Certified",922.6
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2100.5
,="Counselors  Social Workers  and School Psychologists",="Certified",2854.4
,="General Education - Teachers and Instructors",="Certified",36168.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4420.0
,="Instructional Specialists Who Support Teachers",="Certified",1275.5
,="Library/Media - Specialists (Certified)",="Certified",781.1
,="Library/Media - Support Staff",="Non-Certified",790.8
,="School Nurses",="Non-Certified",1183.6
,="Special Education - Teachers and Instructors",="Certified",5366.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6673.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22188.8

